783	549
728	808
856	668
76	729
966	1156
426	142
204	1008
76	1109
204	38
372	563
747	941
856	614
531	371
104	423
76	777
426	1180
856	1082
856	540
177	851
76	663
76	582
171	365
637	352
856	1120
76	961
856	986
1164	239
564	459
779	1148
856	721
1062	6
917	731
76	1122
32	332
856	861
44	1007
1033	109
779	16
721	1119
181	673
747	9
856	1147
76	799
638	270
966	430
856	396
856	842
426	339
75	647
416	597
697	471
856	724
856	417
906	305
82	525
638	288
426	212
44	1168
856	1022
359	997
856	172
747	1057
779	437
790	1031
76	595
856	597
426	427
1062	648
1063	381
1002	833
856	1005
121	342
372	970
230	374
75	221
1087	1157
950	1163
500	306
75	896
76	534
76	617
856	666
416	536
426	204
638	243
82	343
426	891
39	1018
253	493
377	209
564	827
76	581
285	320
278	698
277	934
1026	605
253	1056
856	1085
372	603
76	24
76	82
1102	596
416	569
76	847
1041	1110
747	762
493	1056
856	415
76	176
76	712
75	556
637	161
856	320
856	893
75	1074
856	972
856	207
856	983
344	872
1062	427
557	979
1026	542
76	292
747	547
426	79
426	207
204	49
1026	694
401	69
416	499
76	299
76	992
44	662
856	971
759	467
637	191
720	28
699	397
394	1081
76	330
856	1019
856	722
204	960
445	837
856	700
416	623
167	53
638	476
76	744
76	115
638	929
426	235
856	125
856	305
76	932
917	407
856	900
564	305
856	102
564	491
564	648
1026	336
966	636
76	409
1106	676
856	93
76	737
1062	1124
75	393
1169	961
76	452
1026	511
856	262
564	427
76	555
76	1052
373	287
448	1044
60	507
754	1064
1169	503
363	61
856	215
830	832
856	330
24	781
76	515
363	974
344	11
416	145
76	830
76	711
1026	1138
589	1092
426	843
76	978
76	321
411	1104
76	365
882	370
76	400
1026	1016
638	275
75	512
1174	883
747	397
564	704
1026	879
76	1027
1062	536
121	278
76	1172
564	18
856	462
856	1059
76	338
1026	443
564	536
546	219
856	870
856	1109
966	53
856	1043
779	630
966	366
1062	1087
44	100
741	448
966	332
44	683
1026	93
966	79
637	990
589	392
867	272
747	334
747	539
344	903
372	999
856	892
856	833
76	769
856	301
448	66
76	460
76	980
856	976
107	5
75	867
747	454
720	866
779	150
856	905
426	50
426	785
1055	858
779	1024
856	855
856	566
1026	35
856	544
856	564
76	1057
76	91
375	1069
638	93
856	891
44	1123
638	147
1062	985
75	862
75	244
856	331
822	237
82	1090
625	818
856	792
548	911
1164	267
881	33
638	543
459	610
167	693
601	252
394	852
75	807
76	469
76	1171
76	222
76	1003
1155	391
856	442
564	746
856	211
856	791
75	651
18	1122
1026	802
1026	913
426	793
76	1076
414	246
1121	374
130	1172
1026	858
856	890
638	858
76	248
1026	308
75	991
76	964
75	362
1130	810
638	605
76	277
172	548
856	392
130	671
856	567
834	850
44	405
966	1061
82	418
747	1028
892	782
363	729
1106	481
621	680
76	768
76	34
747	513
75	735
589	429
856	55
716	1064
856	1057
76	1050
76	276
1026	659
76	149
76	337
76	1100
779	1101
856	1076
747	688
426	689
76	1026
747	760
1026	646
204	1094
856	609
75	60
1063	475
637	1035
944	396
856	237
1136	224
638	588
779	771
76	924
1164	7
47	801
1026	1168
76	938
76	397
779	1018
426	498
856	270
426	69
856	306
426	805
301	461
711	108
856	1
171	928
76	626
76	258
991	923
1169	1111
445	28
44	367
865	516
18	480
856	82
75	712
76	1080
24	490
76	517
564	1157
76	791
564	917
76	1005
82	993
779	931
747	440
500	642
1026	113
856	439
75	1130
1062	746
496	996
856	759
966	212
372	1022
603	343
741	1044
177	160
1143	337
747	292
856	337
966	797
638	294
344	10
856	1027
966	881
121	663
966	584
75	168
966	1145
426	714
75	809
