496	996
383	1128
945	890
1055	567
276	1076
120	51
359	177
416	427
1170	786
416	633
140	128
1155	720
531	371
18	438
18	672
759	1116
865	940
82	189
263	93
1106	1169
1169	47
400	217
865	661
855	848
867	695
825	808
747	665
235	1115
466	790
638	298
493	626
638	741
416	536
1033	613
557	979
251	743
625	818
1162	899
344	339
1031	813
867	388
1137	41
235	111
416	670
416	406
954	834
1	417
459	610
1131	691
889	803
740	879
1106	432
564	1066
991	846
1164	982
401	79
1121	716
830	293
747	1167
570	234
832	118
372	82
1164	874
152	155
1143	337
448	1044
1028	636
1015	162
954	493
906	305
570	955
43	987
908	359
954	709
716	540
710	907
855	780
167	242
557	434
276	723
652	1127
320	608
493	700
966	1027
1063	400
843	645
167	539
509	1036
944	312
962	252
487	509
811	367
1037	14
1174	1024
388	87
720	1
91	939
246	877
363	1007
171	421
885	325
999	583
1062	235
638	336
416	629
999	535
779	506
60	867
1164	377
138	295
917	452
43	524
1042	228
117	906
790	386
344	640
865	516
204	344
177	851
917	499
889	1021
638	750
344	881
94	538
637	1035
253	954
355	869
741	168
752	976
741	393
946	249
373	1055
779	788
754	789
569	597
744	871
625	870
1179	563
830	664
411	1104
966	971
76	75
747	204
147	1079
622	439
344	787
1121	1172
76	426
625	150
344	520
741	138
1117	844
652	81
710	624
557	1039
448	892
78	751
204	43
448	1053
991	923
1136	239
246	817
720	1038
913	113
610	345
710	896
1117	437
270	926
741	605
1169	12
276	1130
759	993
394	710
500	642
78	341
458	117
165	806
1136	1137
1058	184
138	659
167	27
285	320
962	650
1114	245
601	1100
75	1164
548	1098
830	757
197	574
131	933
43	932
1055	1181
652	313
363	683
1041	995
1110	351
1164	835
148	589
981	146
917	85
638	288
441	568
1121	1072
263	862
548	911
426	1062
621	571
710	323
76	772
946	635
1164	692
140	124
710	48
811	243
793	366
557	505
779	918
436	742
197	977
263	284
388	614
991	490
779	947
493	196
954	724
363	537
150	572
263	929
373	68
514	963
208	533
373	287
388	256
917	623
707	414
34	492
779	761
140	565
120	593
548	581
416	1001
779	1146
982	90
344	11
885	686
76	562
363	248
1136	224
1177	938
416	602
82	603
398	384
43	615
1033	109
12	961
19	360
889	611
595	258
699	677
147	863
189	1090
779	560
1046	559
898	280
697	445
359	277
950	948
1035	466
167	53
601	309
747	167
637	1003
667	145
981	578
1106	676
1162	765
42	215
779	873
892	66
710	735
716	37
18	666
445	471
610	353
761	715
172	889
367	299
811	598
948	1163
924	845
720	126
741	241
866	187
710	178
76	148
741	543
716	1034
347	25
18	1070
865	362
197	398
538	122
75	621
779	229
610	585
779	681
44	713
1131	206
546	180
416	140
301	460
1164	1170
479	232
991	868
359	699
416	827
564	577
76	1131
966	747
950	900
549	864
654	1016
44	24
416	458
1080	308
363	729
699	1017
344	483
177	688
1102	278
276	42
301	461
885	475
936	802
697	1059
107	7
513	49
94	354
125	315
44	363
