109	104
83	65
15	37
30	87
11	181
145	59
57	155
135	15
186	181
30	49
167	162
142	65
79	94
33	69
105	95
113	175
81	121
174	139
9	45
149	116
137	136
33	171
19	13
23	50
14	123
103	164
140	142
123	168
176	188
156	154
63	165
140	100
3	132
98	87
177	36
174	137
89	80
41	165
128	113
153	19
134	158
62	101
25	30
27	84
152	162
153	188
173	73
47	11
39	41
97	64
178	161
94	90
73	92
84	90
150	188
7	175
0	42
180	101
112	111
35	39
54	121
21	139
101	117
179	30
118	154
45	33
99	104
18	16
71	141
121	33
177	19
44	149
173	57
169	11
35	156
146	107
162	144
70	124
21	162
96	140
75	184
110	168
181	90
67	185
52	174
90	136
68	136
1	76
122	171
122	116
113	9
118	152
88	111
86	93
106	160
88	81
33	23
147	4
16	182
30	144
23	135
138	10
131	16
62	40
18	175
135	121
26	28
177	114
121	94
75	174
57	79
111	162
176	169
42	111
64	107
125	78
106	125
153	148
162	55
27	106
61	11
56	121
91	10
123	133
141	104
96	160
54	42
116	94
113	110
82	174
5	177
58	38
57	70
128	6
4	180
182	76
111	163
187	87
119	23
185	93
22	71
183	25
24	144
32	89
94	74
53	44
36	143
119	37
1	132
84	186
67	149
103	127
71	75
84	45
12	154
42	134
47	85
0	137
113	55
147	112
145	120
26	159
120	16
127	154
125	115
186	21
186	125
0	164
1	29
135	176
108	52
170	67
173	169
170	22
180	173
172	171
85	106
42	126
52	178
0	39
9	71
159	72
55	16
120	42
98	60
83	159
78	56
188	119
124	183
84	123
172	142
86	70
169	9
137	93
65	50
181	155
71	188
3	37
168	142
174	181
33	47
166	42
40	123
181	151
77	55
75	80
182	167
137	188
69	64
188	45
79	153
186	31
82	107
139	0
143	187
6	63
163	59
110	27
171	32
30	139
183	117
46	155
161	123
179	60
63	12
102	172
111	142
21	0
176	166
114	35
19	14
96	166
23	120
141	146
31	11
47	158
37	156
104	142
130	41
111	70
81	183
69	60
44	94
178	138
36	77
52	72
112	149
81	65
160	33
37	110
41	90
130	95
72	74
83	114
110	26
123	43
52	75
122	153
140	170
13	48
34	20
135	56
171	101
3	63
65	24
94	136
149	12
90	36
181	104
46	186
122	29
172	113
153	88
183	100
157	127
4	172
77	90
125	141
131	27
127	67
102	149
124	52
121	67
4	40
49	171
125	109
116	99
103	5
55	89
100	108
4	164
185	163
146	95
132	33
130	152
3	34
54	74
185	135
118	129
81	112
47	90
185	88
0	142
162	52
110	128
125	32
36	182
37	66
20	126
65	4
30	59
28	17
7	118
177	115
23	50
142	67
108	132
185	166
112	40
116	104
21	86
64	179
135	72
74	100
145	171
111	64
168	177
100	172
47	108
71	134
61	121
48	32
40	150
140	152
60	124
127	157
16	142
87	110
70	104
144	39
175	172
153	177
39	80
167	150
178	73
91	146
71	63
131	34
14	119
76	17
58	83
152	64
60	83
149	102
125	141
93	66
122	22
178	134
110	129
136	141
48	60
172	111
4	166
124	1
43	136
57	171
46	70
15	132
81	36
112	14
134	53
98	106
63	94
175	153
158	123
77	103
94	155
140	174
88	3
104	71
42	21
51	59
172	15
138	57
152	93
41	59
167	95
124	33
185	74
158	151
98	55
32	125
101	101
152	102
17	95
39	115
141	127
66	184
178	110
125	136
81	182
47	162
148	174
163	152
128	103
155	41
90	7
116	74
50	122
117	6
55	125
109	31
57	134
8	80
184	112
36	50
64	30
137	22
173	181
80	113
136	126
29	115
65	51
77	75
162	48
152	37
170	135
168	72
56	48
151	171
175	105
35	16
109	167
143	171
24	97
186	13
126	31
10	173
19	0
46	36
128	28
59	7
168	179
174	148
164	46
151	175
163	142
84	151
0	106
52	122
173	180
167	57
137	2
126	37
138	135
75	92
9	156
144	9
182	75
151	38
18	138
171	11
52	179
176	44
7	101
98	48
147	137
57	79
93	107
129	90
54	187
158	39
147	32
144	133
8	142
127	73
46	166
175	20
128	14
23	41
124	75
33	2
131	92
20	112
82	130
165	139
26	101
163	68
42	46
2	160
43	77
123	92
109	88
83	65
101	35
165	2
41	37
21	166
50	119
185	76
147	175
110	105
113	50
35	40
80	181
158	43
60	18
100	145
121	173
151	134
143	156
45	168
22	88
84	126
186	43
109	141
90	105
17	78
9	135
41	116
76	169
6	110
64	149
163	98
23	110
7	0
5	87
62	90
53	35
59	118
46	144
150	174
119	124
180	96
118	137
56	167
33	99
74	27
150	31
72	150
131	136
154	100
138	37
77	80
88	20
176	167
149	157
84	101
128	148
124	185
104	172
164	42
12	28
90	158
107	86
41	181
55	126
80	167
23	75
174	179
109	48
82	159
146	86
178	65
165	21
169	42
104	46
64	8
178	8
27	68
30	33
178	39
42	102
81	88
39	31
148	156
0	54
149	48
150	13
96	72
64	64
88	47
129	116
93	42
13	82
118	35
4	29
154	97
37	44
169	26
172	44
7	9
161	20
46	36
181	90
8	80
93	174
40	18
46	132
138	52
7	108
143	173
7	73
133	80
35	47
110	165
35	13
4	89
40	54
13	21
77	49
6	62
101	137
15	19
28	102
68	55
157	49
83	11
150	48
3	161
159	42
180	26
148	126
105	110
24	167
6	102
82	112
45	184
155	104
142	174
77	15
143	15
102	149
31	38
32	182
181	181
128	15
186	14
80	27
31	0
150	88
93	158
159	92
62	158
45	152
128	155
21	163
103	112
84	8
0	121
76	182
90	8
96	176
78	94
188	173
10	49
129	66
27	77
162	113
147	139
27	79
165	59
151	25
97	6
80	188
15	24
134	157
43	78
163	3
165	121
5	38
112	33
62	17
89	11
130	164
118	86
96	185
139	46
15	168
164	112
135	66
86	142
12	153
61	66
36	33
58	176
110	119
115	9
83	0
71	87
129	134
180	44
69	173
87	2
81	43
84	169
35	28
130	128
93	100
92	159
159	58
66	86
54	65
52	138
62	53
91	164
45	120
16	130
36	71
176	21
49	83
12	86
108	13
29	165
19	37
141	19
104	63
41	94
27	164
158	135
137	122
96	112
51	111
21	116
140	50
5	160
64	8
35	144
57	13
151	111
73	91
128	115
151	70
15	119
15	82
110	98
188	62
41	8
42	123
19	44
163	65
62	68
108	20
84	165
111	154
91	154
179	51
26	170
18	187
8	159
188	85
34	175
26	87
98	50
146	125
124	90
168	62
108	176
41	122
184	6
141	128
30	12
76	7
48	64
3	29
145	161
143	21
33	59
137	56
152	117
74	28
101	48
100	158
59	137
37	70
86	70
49	37
2	59
60	67
109	46
111	145
4	40
66	59
22	27
166	131
96	112
112	2
163	132
38	145
37	48
46	181
115	150
98	115
1	38
128	89
16	67
167	26
113	138
164	2
173	161
143	5
182	63
1	181
157	47
174	9
4	157
3	35
172	53
19	63
182	46
49	54
60	27
23	141
23	74
73	54
16	88
77	126
18	142
51	51
33	85
183	8
77	92
48	33
188	112
66	114
16	160
146	54
3	35
83	135
45	62
175	162
143	153
96	186
100	173
13	134
117	91
163	170
183	146
177	125
161	187
32	166
171	156
16	144
44	6
134	42
16	96
52	68
182	153
31	36
143	74
182	13
36	169
15	128
5	73
102	95
182	97
107	140
115	87
9	66
49	155
173	150
20	72
11	74
79	43
