484	1751
2493	1133
1051	86
1318	1804
598	1662
1460	2247
699	142
748	1181
794	238
1566	2477
2508	1913
1947	159
858	2590
1786	529
1595	530
1165	516
111	400
2613	553
2427	2561
1183	2571
1089	1537
2608	550
1960	1243
1401	2147
2461	1407
419	592
2729	2737
970	739
267	2056
466	117
2147	2118
1373	1708
748	34
1062	217
1478	1630
2181	2151
1491	2063
2042	32
657	972
180	1080
919	1775
2025	960
1520	661
2268	1183
2567	2456
2471	2474
2053	1845
2599	1947
1277	1467
1219	1840
1626	188
1103	611
336	1350
1856	2500
2602	581
2138	2186
319	1908
1592	2570
1689	712
1089	776
2141	1951
2323	1558
552	1158
745	1695
1893	1615
2353	2577
473	830
1087	265
1846	688
1589	1838
1335	1578
1501	2037
190	896
1173	885
132	648
1297	1909
32	198
2406	61
1414	1829
942	2064
1453	685
2353	1361
300	2225
1055	409
730	2605
236	2702
1463	2117
1215	2227
2364	950
390	1425
1667	1873
398	2455
2440	1550
1360	944
220	1652
2345	2557
374	2256
254	703
1937	2600
2570	1476
2196	2528
2543	511
2004	993
2333	5
1500	873
189	2713
581	1175
69	1809
2281	1408
783	2290
1916	2037
942	2662
986	764
1797	523
1404	1930
1648	454
1552	2593
1738	1249
1275	763
2636	874
2736	246
1586	15
1296	70
987	1724
785	804
2064	166
129	33
1174	544
2410	936
1530	155
2400	441
1764	1995
2727	778
1317	1062
158	692
1472	297
1088	1925
948	1902
2289	2584
2574	288
540	2535
2644	2505
1551	2119
1199	53
1733	1310
2167	2207
1687	2225
534	852
1432	393
971	2009
411	193
238	484
2394	1981
2573	771
1897	143
1760	157
1580	818
1794	2360
54	917
1475	1523
1750	401
1413	1371
29	2398
305	1675
105	2225
1015	1965
2306	1407
2732	1440
1137	2703
2344	2023
1745	436
1024	7
569	1702
784	874
2692	2229
134	1111
157	2083
474	976
1539	1455
2300	1241
404	1226
2635	2002
149	1184
836	1147
1493	391
20	21
1912	2170
2252	1263
2132	51
1021	919
2684	762
2423	2379
1779	2564
1803	985
185	2469
1224	2232
196	1411
1510	388
454	250
311	349
263	1942
1515	658
1509	1884
219	1533
739	286
2647	2304
2022	1044
2600	1255
2433	674
1666	469
763	853
45	2614
1887	1006
1342	547
2278	2156
841	2608
